Collection, Prefab, Tier, QuestTags, Tags, ThemeTags, DuplicateRepeatDistance, ThemeRepeatDistance, X, Y, Z, YOffset, MinSleepers, MaxSleepers, AvgSleepers 
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,player_start5,0,,navonly,,,,6, 1, 7,,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,player_start6,0,,navonly,,,,6, 1, 6,,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,police_station_03,3,clear/fetch/infested,countrytown,nodiagonal,,,,60, 22, 60,-2,23,23,23.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,post_office_01,2,clear/fetch/infested,downtown,,,,25, 23, 25,-2,14,14,14.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,post_office_02,3,clear/fetch/restore_power/infested,commercial,,,,42, 27, 42,-7,24,24,24.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,potatofield_sm,1,,,,,,12, 2, 12,-1,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,prison_01,5,clear/fetch/restore_power/infested,rural,,,,100, 42, 100,-7,250,264,257.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,prison_02,5,clear/fetch/restore_power/infested,rural,,,,100, 50, 100,-2,188,190,189.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,radio_station_01,3,clear/fetch/restore_power/infested,gateway,nocheckpoint,,,,60, 47, 60,-6,26,32,29.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,radio_station_02,2,clear/fetch/infested,gateway,nocheckpoint,,,,60, 24, 60,-2,15,18,16.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,radio_station_03,1,clear/fetch/infested,countrytown,rural,diagonal,,,,42, 29, 42,-2,9,9,9.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,ranger_station_01,3,clear/fetch/restore_power/infested,wilderness,,,,42, 59, 42,-4,25,25,25.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,ranger_station_02,1,clear/infested,wilderness,,,,42, 23, 42,-1,7,7,7.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,ranger_station_03,1,clear/fetch/restore_power/infested,wilderness,,,,42, 26, 42,-1,10,10,10.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,ranger_station_04,1,clear/fetch/restore_power/infested,wilderness,,,,42, 16, 42,-1,9,9,9.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,ranger_station_05,1,clear/fetch/infested,wilderness,,,,42, 31, 42,-2,8,8,8.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,ranger_station_06,2,clear/fetch/restore_power/infested,wilderness,,,,60, 24, 60,-2,18,18,18.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,ranger_station_07,3,clear/fetch/restore_power/infested,wilderness,,,,60, 38, 60,-3,24,24,24.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,remnant_burnt_01,0,,residential,countryresidential,,,,42, 21, 42,-6,3,4,3.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,remnant_burnt_02,0,,residential,countryresidential,,,,42, 20, 42,-5,0,3,1.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,remnant_burnt_03,0,,residential,countryresidential,,,,45, 21, 42,-6,0,3,1.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,remnant_burnt_04,0,,countrytown,diagonal,,,,25, 7, 25,-1,0,2,1.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,remnant_burnt_05,0,,industrial,,,,42, 40, 42,-2,0,1,0.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,remnant_burnt_06,0,,industrial,,,,42, 28, 42,-1,0,2,1.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,remnant_burnt_07,0,,countrytown,diagonal,,,,25, 15, 25,-8,5,5,5.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,remnant_burnt_08,0,,commercial,countrytown,nodiagonal,,,,42, 12, 42,-2,2,3,2.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,remnant_burnt_09,0,,residential,countryresidential,,,,42, 22, 42,-1,4,4,4.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,remnant_burnt_10,0,,residential,countryresidential,,,,42, 22, 42,-1,4,4,4.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,remnant_business_01,0,,industrial,,,,60, 26, 60,-5,3,6,4.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,remnant_business_02,0,,commercial,,,,60, 21, 60,-7,4,6,5.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,remnant_business_03,0,,countrytown,diagonal,,,,42, 14, 42,-1,0,2,1.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,remnant_business_04,0,,downtown,countrytown,nodiagonal,,,,42, 14, 42,-1,4,5,4.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,remnant_business_05,0,,commercial,,,,42, 23, 42,-1,2,4,3.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,remnant_business_06,0,,commercial,countrytown,nodiagonal,,,,25, 8, 25,-1,3,4,3.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,remnant_carwash_01,0,,commercial,,,,42, 13, 42,-2,3,3,3.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,remnant_church_01,0,,downtown,tdowntowntile,,,,60, 42, 60,-5,8,15,11.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,remnant_downtown_filler_01,0,,downtown,,,,25, 26, 25,-2,3,4,3.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,remnant_downtown_filler_02,0,,downtown,,,,25, 22, 25,-2,2,2,2.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,remnant_downtown_filler_03,0,,downtown,,,,42, 21, 42,-3,6,7,6.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,remnant_downtown_filler_05,1,,,,,,25, 19, 25,-1,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,remnant_downtown_filler_06,1,,,,,,25, 12, 25,-1,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,remnant_downtown_filler_07,0,,downtown,,,,25, 23, 25,-2,4,5,4.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,remnant_downtown_filler_08,0,,downtown,,,,25, 29, 25,-2,4,5,4.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,remnant_downtown_filler_09,0,,downtown,,,,25, 16, 25,-1,4,4,4.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,remnant_downtown_filler_11,0,,downtown,,,,25, 27, 25,-2,7,13,10.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,remnant_downtown_filler_12,0,,downtown,,,,25, 23, 25,-2,6,6,6.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,remnant_downtown_filler_14,0,,downtown,,,,25, 15, 25,-3,5,5,5.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,remnant_downtown_filler_15,0,,downtown,,,,25, 29, 25,-4,6,7,6.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,remnant_downtown_filler_16,0,,downtown,,,,25, 26, 25,-2,5,8,6.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,remnant_downtown_filler_17,0,,downtown,,,,25, 18, 25,-2,6,7,6.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,remnant_downtown_filler_18,0,,downtown,,,,25, 20, 25,-3,6,6,6.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,remnant_gas_station_01,0,,commercial,,,,42, 16, 42,-2,2,4,3.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,remnant_house_01,0,,countryresidential,,,,42, 14, 42,-1,2,3,2.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,remnant_house_02,0,,residential,,,,42, 20, 42,-4,0,3,1.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,remnant_house_03,0,,residential,,,,42, 21, 42,-1,0,1,0.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,remnant_house_04,0,,residential,countryresidential,,,,42, 12, 42,-1,1,1,1.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,remnant_house_05,0,,residential,,,,42, 16, 42,-1,2,4,3.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,remnant_house_06,0,,residential,culdesac,,,,42, 15, 42,-1,0,1,0.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,remnant_house_07,0,,countryresidential,,,,42, 14, 42,-1,0,1,0.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,remnant_house_08,0,,residential,,,,42, 15, 42,-1,2,3,2.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,remnant_house_09,0,,residential,culdesac,,,,42, 17, 42,-1,2,3,2.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,remnant_house_10,0,,residential,,,,42, 27, 42,-4,0,1,0.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,remnant_house_11,0,,residential,culdesac,,,,42, 14, 42,-1,0,1,0.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,remnant_house_12,0,,residential,culdesac,,,,42, 18, 42,-1,0,2,1.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,remnant_house_13,0,,residential,,,,42, 16, 42,-1,2,2,2.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,remnant_house_14,0,,residential,,,,42, 19, 42,-4,0,7,3.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,remnant_house_15,0,,residential,,,,42, 24, 42,-2,0,5,2.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,remnant_house_16,0,,residential,,,,42, 13, 42,-2,2,7,4.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,remnant_house_17,0,,residential,,,,42, 11, 42,-1,0,5,2.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,remnant_house_18,0,,residential,,,,42, 22, 42,-2,1,3,2.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,remnant_house_20,1,,,,,,42, 20, 42,,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,remnant_industrial_01,0,,hideui,,,,16, 21, 14,,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,remnant_industrial_02,0,,hideui,,,,16, 19, 14,,1,2,1.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,remnant_industrial_03,1,,hideui,,,,11, 20, 12,,1,2,1.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,remnant_industrial_04,1,,hideui,,,,36, 14, 35,,6,7,6.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,remnant_mill_01,0,,rural,,,,60, 27, 60,-2,3,5,4.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,remnant_oldwest_01,0,,,,,,25, 5, 25,-1,0,1,0.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,remnant_oldwest_02,0,,,,,,10, 4, 10,-1,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,remnant_oldwest_03,0,,oldwest,,,,8, 7, 8,-1,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,remnant_oldwest_04,0,,oldwest,,,,25, 13, 25,-1,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,remnant_oldwest_05,0,,oldwest,,,,25, 12, 25,-1,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,remnant_oldwest_06,0,,oldwest,,,,25, 14, 25,-1,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,remnant_oldwest_07,0,,oldwest,,,,25, 17, 25,-1,0,1,0.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,remnant_oldwest_08,0,,oldwest,,,,25, 22, 25,-5,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,remnant_oldwest_09,0,,oldwest,,,,25, 10, 25,-1,1,2,1.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,remnant_skyscraper_01,0,,downtown,,,,60, 51, 60,-3,11,11,11.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,remnant_waste_01,0,,commercial,,,,42, 16, 42,-3,3,3,3.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,remnant_waste_02,0,,commercial,,,,42, 16, 42,-3,3,3,3.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,remnant_waste_03,0,,commercial,,,,42, 27, 42,-2,6,6,6.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,remnant_waste_04,0,,commercial,,,,42, 14, 42,-2,3,5,4.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,remnant_waste_05,2,clear/fetch/infested,industrial,,,,42, 24, 42,-1,13,15,14.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,remnant_waste_06,0,,industrial,,,,42, 26, 42,-1,9,12,10.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,remnant_waste_08,0,,industrial,,,,42, 45, 42,-5,11,13,12.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,remnant_waste_15,0,,industrial,,,,60, 23, 60,-1,0,3,1.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,remnant_waste_16,0,,commercial,,,,60, 18, 60,-6,5,6,5.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,remnant_waste_17,0,,commercial,,,,42, 25, 42,-3,2,2,2.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,remnant_waste_18,0,,commercial,,,,60, 24, 60,-2,10,10,10.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,remnant_waste_19,0,,downtown,,,,42, 22, 42,-2,6,8,7.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,restaurant_01,4,clear/fetch/infested,commercial,,,,42, 16, 42,-5,35,40,37.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,restaurant_02,3,clear/fetch/infested,commercial,,,,42, 14, 42,-3,23,25,24.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,rest_area_01,0,,gateway,nocheckpoint,,,,60, 22, 60,-2,5,5,5.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,rest_area_02,0,,gateway,nocheckpoint,,,,60, 12, 60,-2,5,5,5.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,rest_area_03,1,clear/infested,gateway,nocheckpoint,,,,60, 22, 60,-2,8,8,8.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,rest_area_04,1,clear/fetch/infested,gateway,nocheckpoint,,,,60, 13, 60,-2,9,10,9.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,rest_area_05,3,clear/fetch/infested,gateway,nocheckpoint,,,,60, 22, 60,-2,23,24,23.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,roadblock_01,0,,navonly,,,,9, 2, 3,,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,roadside_checkpoint_01,4,clear/fetch/restore_power/infested,gateway,,,,60, 22, 60,-2,29,31,30.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,roadside_checkpoint_02,3,clear/fetch/restore_power/infested,gateway,,,,60, 23, 60,-2,24,25,24.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,roadside_checkpoint_03,4,clear/fetch/restore_power/infested,gateway,,,,60, 33, 60,-2,44,44,44.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,roadside_checkpoint_04,4,clear/fetch/restore_power/infested,gateway,,,,60, 22, 60,-2,49,49,49.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,roadside_checkpoint_05,4,clear/fetch/restore_power/infested,gateway,,,,60, 21, 60,-3,47,47,47.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,roadside_park_01,0,,gateway,nocheckpoint,,,,60, 30, 60,-4,4,4,4.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,roadside_park_02,0,,gateway,nocheckpoint,,,,60, 27, 60,-1,3,3,3.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,roadside_restaurant_01,2,clear/fetch/infested,gateway,nocheckpoint,,,,60, 12, 60,-2,15,15,15.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,roadside_strip_01,3,clear/fetch/infested,rural,,,,60, 20, 60,-1,31,41,36.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,roadside_truckstop_01,3,clear/fetch/infested,gateway,hideui,,,,60, 19, 60,-1,27,27,27.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,road_railing_long_filled_01,0,,navonly,,,,24, 2, 9,,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,rock_form01,0,,biomeonly,devonly,,,,6, 5, 8,-1,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,rock_form02,0,,biomeonly,devonly,,,,11, 8, 12,-2,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,rock_form03,0,,,,,,3, 2, 3,-1,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,rock_form04,0,,,,,,3, 2, 3,-1,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,rock_form05,0,,,,,,3, 2, 3,-1,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,rubble_downtown_filler_01,0,,downtown,,,,25, 15, 25,-2,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,rubble_downtown_filler_02,0,,downtown,,,,25, 18, 25,-1,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,rubble_downtown_filler_03,0,,downtown,,,,25, 13, 25,-2,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,rubble_downtown_filler_04,0,,downtown,,,,25, 14, 25,-2,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,rubble_downtown_filler_05,0,,downtown,,,,25, 21, 25,-8,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,rural_church_01,3,clear/fetch/infested,rural,,,,60, 40, 60,-9,19,21,20.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,rural_drive_in_01,4,clear/fetch/restore_power/infested,rural,,,,100, 22, 100,-6,42,47,44.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,rural_outdoor_wedding_01,2,clear/fetch/infested,rural,,,,100, 11, 100,-6,19,19,19.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,rwg_bridge_end_01,0,,rwgonly,,,,14, 14, 9,-1,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,rwg_bridge_tile_01,0,,rwgonly,,,,14, 14, 9,-1,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,sawmill_01,3,clear/fetch/restore_power/infested,wilderness,,,,100, 24, 100,-2,24,26,25.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,school_01,4,clear/fetch/infested,rural,,,,100, 21, 100,-1,34,35,34.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,school_daycare_01,1,clear/fetch/infested,countrytown,nodiagonal,,,,42, 15, 42,-1,7,7,7.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,school_daycare_02,3,clear/fetch/infested,commercial,,,,42, 22, 42,-2,23,26,24.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,school_daycare_03,2,clear/fetch/infested,residential,countryresidential,,,,42, 16, 42,-6,13,15,14.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,ship_poi,1,,testonly,,,,21, 32, 82,-3,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,sign_260_east_speed_65,0,,navonly,,,,1, 2, 1,,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,sign_260_west_speed_65,0,,navonly,,,,1, 2, 1,,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,sign_73_north,0,,,,,,1, 2, 1,,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,sign_73_south,0,,,,,,1, 2, 1,,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,sign_albuquerque,0,,,,,,1, 3, 2,,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,sign_ansel_adams_river,0,,navonly,,,,1, 2, 1,,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,sign_arrowhead_apache,0,,navonly,,,,1, 1, 1,,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,sign_camp_fish,0,,navonly,,,,1, 2, 1,,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,sign_caution,0,,navonly,,,,1, 2, 1,,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,sign_hazardous_waste,0,,navonly,,,,1, 2, 1,,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,sign_info_center1,0,,navonly,,,,1, 2, 1,,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,sign_navezgane_natl_forest,0,,navonly,,,,3, 3, 3,,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,sign_phoenix,0,,,,,,1, 3, 2,,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,sign_road_work,0,,navonly,,,,1, 2, 1,,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,sign_school_25,0,,navonly,,,,1, 2, 1,,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,sign_slow,0,,,,,,1, 2, 1,,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,sign_speed_25,0,,,,,,1, 2, 1,,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,sign_speed_35,0,,,,,,1, 2, 1,,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,sign_speed_45,0,,,,,,1, 2, 1,,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,sign_speed_55,0,,navonly,,,,1, 2, 1,,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,sign_spillway_lake,0,,navonly,,,,1, 2, 1,,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,sign_stop,0,,navonly,,,,1, 2, 1,,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,sign_stop_4way,0,,navonly,,,,1, 2, 1,,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,skyscraper_01,5,clear/fetch/infested,downtown,,,,60, 108, 60,-1,213,215,214.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,skyscraper_02,5,clear/fetch/restore_power/infested,downtown,,,,42, 55, 42,-7,109,113,111.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,skyscraper_03,5,clear/fetch/infested,downtown,,,,60, 92, 60,-2,146,148,147.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,skyscraper_04,4,clear/fetch/restore_power/infested,downtown,,,,60, 62, 60,-3,44,48,46.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,skyscraper_05,0,,,,,,42, 91, 42,-1,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,store_autoparts_01,2,clear/fetch/infested,commercial,countrytown,nodiagonal,,,,60, 17, 60,-5,14,15,14.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,store_bakery_01,2,clear/fetch/restore_power/infested,commercial,,,,42, 17, 42,-8,18,20,19.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,store_book_01,2,clear/fetch/infested,commercial,,,,60, 12, 60,-1,15,15,15.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,store_book_02,3,clear/fetch/infested,commercial,,,,60, 12, 60,-2,18,18,18.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,store_book_03,0,,,,,,44, 15, 44,,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,store_clothing_01,3,clear/fetch/infested,commercial,,,,60, 16, 60,-2,22,23,22.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,store_clothing_02,3,clear/fetch/infested,commercial,,,,60, 12, 60,-2,19,20,19.5
